propcode,year,pname,region,postcode,stars,bedrooms,sleeps,doubles,twin,singles,bunks,familyrooms,propid,shortbreakok,bathrooms,createdate,place,county
A182,2012,The Old Stables,Dartmoor,TQ13 9RN,3.5,5.0,10.0,2.0,3.0,0.0,0.0,0.0,9454,-1,3.0,2012-06-25,Ilsington,Devon
A182,2013,The Old Stables,Dartmoor,TQ13 9RN,3.5,5.0,10.0,2.0,3.0,0.0,0.0,0.0,9494,-1,3.0,2012-07-18,Ilsington,Devon
A182,2014,The Old Stables,Dartmoor,TQ13 9RN,3.5,5.0,10.0,2.0,3.0,0.0,0.0,0.0,9813,-1,3.0,2013-04-05,Ilsington,Devon
A183,2012,The Linhay,Dartmoor,TQ12 6LB,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,9455,-1,1.0,2012-06-25,Ilsington,Devon
A183,2013,The Linhay,Dartmoor,TQ12 6LB,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,9495,-1,1.0,2012-07-20,Ilsington,Devon
A183,2014,The Linhay,Dartmoor,TQ12 6LB,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,9814,-1,1.0,2013-04-05,Ilsington,Devon
A184,2012,Gardeners Cottage,Dartmoor,EX20 2NZ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9488,-1,1.0,2012-07-17,South Zeal,Devon
A184,2013,Gardeners Cottage,Dartmoor,EX20 2NZ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9489,-1,1.0,2012-07-17,South Zeal,Devon
A184,2014,Gardeners Cottage,Dartmoor,EX20 2NZ,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9815,-1,1.0,2013-04-05,South Zeal,Devon
A185,2012,Bellever Lodge,Dartmoor,TQ13 8RE,5.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,9516,-1,3.0,2012-09-28,North Bovey,Devon
A185,2013,Bellever Lodge,Dartmoor,TQ13 8RE,5.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,9517,-1,3.0,2012-09-28,North Bovey,Devon
A185,2014,Bellever Lodge,Dartmoor,TQ13 8RE,5.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,9816,-1,3.0,2013-04-05,North Bovey,Devon
A186,2012,Gorselands Lodge,Dartmoor,TQ13 8RE,5.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,9518,-1,3.0,2012-09-28,North Bovey,Devon
A186,2013,Gorselands Lodge,Dartmoor,TQ13 8RE,5.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,9519,-1,3.0,2012-09-28,North Bovey,Devon
A186,2014,Gorselands Lodge,Dartmoor,TQ13 8RE,5.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,9817,-1,3.0,2013-04-05,North Bovey,Devon
A187,2012,The Wesley,Dartmoor,PL19 0DJ,4.0,3.0,8.0,1.0,1.0,0.0,0.0,1.0,9535,-1,2.0,2012-10-30,Tavistock,Devon
A187,2013,The Wesley,Dartmoor,PL19 0DJ,4.0,3.0,8.0,1.0,1.0,0.0,0.0,1.0,9538,-1,2.0,2012-10-31,Tavistock,Devon
A187,2014,The Wesley,Dartmoor,PL19 0DJ,4.0,3.0,8.0,1.0,1.0,0.0,0.0,1.0,9818,-1,2.0,2013-04-05,Tavistock,Devon
A189,2001,Mistleigh Farm Cottage,Dartmoor,EX6 7RF,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,84,0,0.0,,,
A189,2002,Mistleigh Farm Cottage,Dartmoor,EX6 7RF,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,85,0,0.0,,,
A189,2003,Mistleigh Farm Cottage,Dartmoor,EX6 7RF,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1063,0,0.0,,,
A189,2004,Mistleigh Farm Cottage,Dartmoor,EX6 7RF,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1738,-1,1.0,,,
A189,2005,Mistleigh Farm Cottage,Dartmoor,EX6 7RF,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2400,-1,1.0,,,
A189,2006,Mistleigh Farm Cottage,Dartmoor,EX6 7RF,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3534,-1,1.0,,,
A189,2007,Mistleigh Farm Cottage,Dartmoor,EX6 7RF,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4065,-1,1.0,,,
A189,2008,Mistleigh Farm Cottage,Dartmoor,EX6 7RF,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4711,-1,1.0,,Doddiscombleigh,Devon
A189,2009,Mistleigh Farm Cottage,Dartmoor,EX6 7RF,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,5436,-1,1.0,,Doddiscombleigh,Devon
A19,2001,Netherton House,Dartmoor,EX6 6RB,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,96,0,0.0,,,
A19,2002,Netherton House,Dartmoor,EX6 6RB,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,97,0,0.0,,,
A19,2003,Netherton House,Dartmoor,EX6 6RB,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1064,0,0.0,,,
A19,2004,Netherton House,Dartmoor,EX6 6RB,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1629,-1,2.0,,,
A19,2005,Netherton House,Dartmoor,EX6 6RB,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2424,-1,2.0,,,
A19,2006,Netherton House,Dartmoor,EX6 6RB,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,3239,-1,2.0,,,
A19,2007,Netherton House,Dartmoor,EX6 6RB,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,3965,-1,2.0,,,
A19,2008,Netherton House,Dartmoor,EX6 6RB,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,4715,-1,2.0,,Drewsteignton,Devon
A19,2009,Netherton House,Dartmoor,EX6 6RB,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,5437,-1,2.0,,Drewsteignton,Devon
A19,2010,Netherton House,Dartmoor,EX6 6RB,2.5,2.0,3.0,1.0,0.0,1.0,0.0,0.0,6268,0,2.0,,Drewsteignton,Devon
A19,2011,Netherton House,Dartmoor,EX6 6RB,2.5,2.0,3.0,1.0,0.0,1.0,0.0,0.0,7098,0,2.0,2010-03-24,Drewsteignton,Devon
A19,2012,Netherton House,Dartmoor,EX6 6RB,2.5,2.0,3.0,1.0,0.0,1.0,0.0,0.0,7924,0,2.0,2011-04-01,Drewsteignton,Devon
A190,2012,The Stone Barn Cottage,Dartmoor,TQ13 7SL,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,9547,-1,3.0,2012-11-06,Holne,Devon
A190,2013,The Stone Barn Cottage,Dartmoor,TQ13 7SL,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,9548,-1,3.0,2012-11-06,Holne,Devon
A190,2014,The Stone Barn Cottage,Dartmoor,TQ13 7SL,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,9819,-1,3.0,2013-04-05,Holne,Devon
A191,2013,The Bothy,Dartmoor,TQ13 9UQ,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9568,-1,2.0,2013-01-29,Manaton,Devon
A191,2014,The Bothy,Dartmoor,TQ13 9UQ,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9820,0,2.0,2013-04-05,Manaton,Devon
A192,2013,Michaelmas Cottage,Dartmoor,EX6 6RB,3.5,4.0,6.0,2.0,0.0,2.0,0.0,0.0,10398,0,2.0,2013-04-19,Drewsteignton,Devon
A192,2014,Michaelmas Cottage,Dartmoor,EX6 6RB,3.5,4.0,6.0,2.0,0.0,2.0,0.0,0.0,10399,-1,2.0,2013-04-19,Drewsteignton,Devon
A193,2001,The Roundhouse,Dartmoor,TQ13 0LZ,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,88,0,0.0,,,
A193,2002,The Roundhouse,Dartmoor,TQ13 0LZ,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,89,0,0.0,,,
A193,2003,The Roundhouse,Dartmoor,TQ13 0LZ,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,1068,0,0.0,,,
A193,2004,The Roundhouse,Dartmoor,TQ13 0LZ,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,1817,-1,1.0,,,
A194,2001,The Haybarn,Dartmoor,TQ13 0LZ,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,90,0,0.0,,,
A194,2002,The Haybarn,Dartmoor,TQ13 0LZ,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,91,0,0.0,,,
A194,2003,The Haybarn,Dartmoor,TQ13 0LZ,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,1069,0,0.0,,,
A194,2004,The Haybarn,Dartmoor,TQ13 0LZ,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,1818,-1,1.0,,,
A195,2001,The Stable Cottage,Dartmoor,TQ13 0LZ,3.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,92,0,0.0,,,
A195,2002,The Stable Cottage,Dartmoor,TQ13 0LZ,3.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,93,0,0.0,,,
A195,2003,The Stable Cottage,Dartmoor,TQ13 0LZ,3.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,1070,0,0.0,,,
A195,2004,The Stable Cottage,Dartmoor,TQ13 0LZ,3.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,1819,-1,2.0,,,
A196,2001,The Shippen,Dartmoor,EX6 7PT,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,94,0,0.0,,,
A196,2002,The Shippen,Dartmoor,EX6 7PT,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,95,0,0.0,,,
A196,2003,The Shippen,Dartmoor,EX6 7PT,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,1158,0,0.0,,,
A196,2004,The Shippen,Dartmoor,EX6 7PT,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,1887,-1,2.0,,,
A196,2005,The Shippen,Dartmoor,EX6 7PT,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,2650,-1,2.0,,,
A197,2013,The Barn,Dartmoor,PL19 9PY,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,9583,-1,1.0,2013-03-08,Mary Tavy,Devon
A197,2014,The Barn,Dartmoor,PL19 9PY,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,9821,-1,1.0,2013-04-05,Mary Tavy,Devon
A198,2013,Higher Westcott Farm,Dartmoor,TQ13 8SU,3.5,6.0,12.0,5.0,0.0,1.0,0.0,0.0,10416,-1,5.0,2013-05-16,Moretonhampstead,Devon
A198,2014,Higher Westcott Farm,Dartmoor,TQ13 8SU,3.5,6.0,12.0,5.0,0.0,1.0,0.0,0.0,10417,-1,5.0,2013-05-16,Moretonhampstead,Devon
A199,2013,34b Bannawell Street,Dartmoor,PL19 0DL,3.5,3.0,5.0,2.0,0.0,1.0,0.0,0.0,10433,-1,1.0,2013-06-11,Tavistock,Devon
A199,2014,34b Bannawell Street,Dartmoor,PL19 0DL,3.5,3.0,5.0,2.0,0.0,1.0,0.0,0.0,10440,-1,1.0,2013-06-13,Tavistock,Devon
A2,2001,Addiscott Barn,Dartmoor,TQ13 8QD,3.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,124,0,0.0,,,
A2,2002,Addiscott Barn,Dartmoor,TQ13 8QD,3.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,125,0,0.0,,,
A2,2003,Addiscott Barn,Dartmoor,TQ13 8QD,3.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1100,0,0.0,,,
A2,2004,Addiscott Barn,Dartmoor,TQ13 8QD,3.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3196,0,,,,
A2,2005,Addiscott Barn,Dartmoor,TQ13 8QD,3.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3197,-1,1.0,,,
A2,2006,Addiscott Barn,Dartmoor,TQ13 8QD,3.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3671,-1,1.0,,,
A20,2001,Michaelmas,Dartmoor,EX6 6RB,4.5,4.0,6.0,2.0,0.0,2.0,0.0,0.0,100,0,0.0,,,
A20,2002,Michaelmas,Dartmoor,EX6 6RB,4.5,4.0,6.0,2.0,0.0,2.0,0.0,0.0,101,0,0.0,,,
A20,2003,Michaelmas,Dartmoor,EX6 6RB,4.5,4.0,6.0,2.0,0.0,2.0,0.0,0.0,1453,0,0.0,,,
A20,2004,Michaelmas,Dartmoor,EX6 6RB,4.5,4.0,6.0,2.0,0.0,2.0,0.0,0.0,1736,-1,2.0,,,
A200,2013,Moorhaven,Dartmoor,EX20 2JA,3.5,3.0,6.0,2.0,1.0,0.0,0.0,0.0,10434,-1,3.0,2013-06-11,Throwleigh,Devon
A200,2014,Moorhaven,Dartmoor,EX20 2JA,3.5,3.0,6.0,2.0,1.0,0.0,0.0,0.0,10439,-1,3.0,2013-06-13,Throwleigh,Devon
A201,2013,The Tallet House,Dartmoor,TQ13 9TR,5.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,10436,-1,2.0,2013-06-11,Lustleigh,
A201,2014,The Tallet House,Dartmoor,TQ13 9TR,5.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,10441,-1,2.0,2013-06-14,Lustleigh,
A202,2013,Waysideford Barn,Dartmoor,TQ13 7LS,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,10493,-1,2.0,2013-08-29,Ashburton,Devon
A202,2014,Waysideford Barn,Dartmoor,TQ13 7LS,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,10498,-1,2.0,2013-09-18,Ashburton,Devon
A203,2013,The Old Forge,Dartmoor,TQ13 9RW,3.5,3.0,6.0,2.0,1.0,0.0,0.0,0.0,10501,-1,2.0,2013-10-04,Ilsington,Devon
A203,2014,The Old Forge,Dartmoor,TQ13 9RW,3.5,3.0,6.0,2.0,1.0,0.0,0.0,0.0,10502,-1,2.0,2013-10-04,Ilsington,Devon
A204,2013,The Hayloft,Dartmoor,TQ13 9UB,4.5,3.0,6.0,3.0,0.0,0.0,0.0,0.0,10505,-1,3.0,2013-10-10,Manaton,Devon
A204,2014,The Hayloft,Dartmoor,TQ13 9UB,4.5,3.0,6.0,3.0,0.0,0.0,0.0,0.0,10506,-1,3.0,2013-10-10,Manaton,Devon
A205,2013,Puddaven,Dartmoor,TQ13 8RJ,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,10511,-1,2.0,2013-10-18,North Bovey,Devon
A205,2014,Puddaven,Dartmoor,TQ13 8RJ,4.5,2.0,4.0,2.0,0.0,0.0,0.0,0.0,10524,-1,2.0,2013-10-30,North Bovey,Devon
A206,2013,Harford House,Dartmoor,PL19 9LS,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,10514,-1,2.0,2013-10-24,Peter Tavy,
A206,2014,Harford House,Dartmoor,PL19 9LS,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,10563,-1,2.0,2013-11-22,Peter Tavy,
A207,2013,Appletree Cottage,Dartmoor,TQ13 9JT,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,10520,0,1.0,2013-10-24,Bovey Tracey,Devon
A207,2014,Appletree Cottage,Dartmoor,TQ13 9JT,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,10565,0,1.0,2013-11-25,Bovey Tracey,Devon
A208,2013,The Old Assembly Rooms,Dartmoor,TQ11 0BT,4.5,4.0,7.0,2.0,0.0,1.0,1.0,0.0,10537,-1,2.0,2013-11-05,Buckfastleigh,Devon
A208,2014,The Old Assembly Rooms,Dartmoor,TQ11 0BT,4.5,4.0,7.0,2.0,0.0,1.0,1.0,0.0,10541,0,2.0,2013-11-06,Buckfastleigh,Devon
A209,2014,Hay Tor Cottage,Dartmoor,TQ13 7TT,4.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,10661,-1,2.0,2014-02-07,Widecombe-in-the-Moor,Devon
A21,2001,Gardeners,Dartmoor,EX6 6RB,4.5,2.0,3.0,1.0,0.0,1.0,0.0,0.0,102,0,0.0,,,
A21,2002,Gardeners,Dartmoor,EX6 6RB,4.5,2.0,3.0,1.0,0.0,1.0,0.0,0.0,103,0,0.0,,,
A21,2003,Gardeners,Dartmoor,EX6 6RB,4.5,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1452,0,0.0,,,
A21,2006,Gardeners Cottage,Dartmoor,EX6 6RB,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1735,-1,1.0,,,
A21,2007,Gardeners Cottage,Dartmoor,EX6 6RB,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,4377,-1,1.0,,,
A21,2008,Gardeners Cottage,Dartmoor,EX6 6RB,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,4931,-1,1.0,,Drewsteignton,Devon
A210,2014,Holwell Cottage,Dartmoor,TQ13 7TT,4.0,3.0,6.0,2.0,0.0,0.0,1.0,0.0,10675,-1,1.0,2014-02-24,Widecombe-in-the-Moor,Devon
A211,2014,Beechlands,Dartmoor,TQ13 8HF,4.0,5.0,12.0,2.0,1.0,0.0,0.0,2.0,10684,-1,4.0,2014-03-12,Chagford,Devon
A212,2014,Bowbeer Barn,Dartmoor,EX6 6PD,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,11399,-1,2.0,2014-04-24,Drewsteignton,Devon
A213,2014,Cullaford Cottage,Dartmoor,TQ11 0HT,5.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,11487,-1,3.0,2014-06-03,Scoriton,Devon
A214,2014,Higher Hannaford Cottage,Dartmoor,TQ13 7NX,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,11518,-1,2.0,2014-06-23,Poundsgate,Devon
A215,2014,Townend Barn,Dartmoor,EX20 4AR,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,11528,-1,1.0,2014-07-01,Lydford,Devon
A216,2014,Teign View,Dartmoor,EX6 7QN,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,11530,-1,2.0,2014-07-01,Lower Ashton,Devon
A217,2014,Hurstons Cottage,Dartmoor,EX6 6PZ,4.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,11552,-1,2.0,2014-07-10,Drewsteignton,Devon
A218,2014,South View,Dartmoor,PL21 9SP,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,11564,-1,2.0,2014-07-23,Cornwood,Devon
A219,2014,Burham Barn,Dartmoor,PL20 6PB,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,11611,-1,2.0,2014-10-06,Dousland,Devon
A22,2001,Barn Cottage,Dartmoor,TQ13 8EY,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,104,0,0.0,,,
A22,2002,Barn Cottage,Dartmoor,TQ13 8EY,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,105,0,0.0,,,
A22,2003,Barn Cottage,Dartmoor,TQ13 8EY,3.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,1590,0,0.0,,,
A22,2004,Barn Cottage,Dartmoor,TQ13 8EY,3.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,1638,-1,2.0,,,
A22,2005,Barn Cottage,Dartmoor,TQ13 8EY,3.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,2422,-1,2.0,,,
A22,2006,Barn Cottage,Dartmoor,TQ13 8EY,3.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,3280,-1,2.0,,,
A22,2007,Barn Cottage,Dartmoor,TQ13 8EY,3.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,4054,-1,2.0,,,
A22,2008,Barn Cottage,Dartmoor,TQ13 8EY,3.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,4932,-1,2.0,,Chagford,Devon
A220,2004,The Bothy,Dartmoor,TQ13 8EY,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2506,-1,1.0,,,
A220,2005,The Bothy,Dartmoor,TQ13 8EY,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3050,-1,1.0,,,
A221,2014,Foxgloves,Dartmoor,PL6 7BZ,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,11631,-1,1.0,2014-10-24,Milton Combe,Devon
A23,2001,Dairy Cottage,Dartmoor,TQ13 9LH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,106,0,0.0,,,
A23,2002,Dairy Cottage,Dartmoor,TQ13 9LH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,107,0,0.0,,,
A23,2003,Dairy Cottage,Dartmoor,TQ13 9LH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1475,0,0.0,,,
A23,2004,Dairy Cottage,Dartmoor,TQ13 9LH,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1708,-1,1.0,,,
A24,2001,Hole Farm,Dartmoor,TQ13 8DY,3.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,108,0,0.0,,,
A24,2002,Hole Farm,Dartmoor,TQ13 8DY,3.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,109,0,0.0,,,
A24,2003,Hole Farm,Dartmoor,TQ13 8DY,3.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,1394,0,0.0,,,
A24,2004,Hole Farm,Dartmoor,TQ13 8DY,3.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,2042,-1,3.0,,,
A24,2005,Hole Farm,Dartmoor,TQ13 8DY,3.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,2402,-1,3.0,,,
A24,2006,Hole Farm,Dartmoor,TQ13 8DY,3.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,3858,-1,3.0,,,
A24,2007,Hole Farm,Dartmoor,TQ13 8DY,3.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,4344,-1,3.0,,,
A24,2008,Hole Farm,Dartmoor,TQ13 8DY,3.0,6.0,10.0,4.0,2.0,0.0,0.0,0.0,4933,0,4.0,,Chagford,Devon
A24,2009,Hole Farm,Dartmoor,TQ13 8DY,3.0,6.0,10.0,4.0,2.0,0.0,0.0,0.0,5438,0,4.0,,Chagford,Devon
A24,2010,Hole Farm,Dartmoor,TQ13 8DY,3.0,6.0,10.0,3.0,3.0,0.0,0.0,0.0,6269,0,4.0,,Chagford,Devon
A24,2011,Hole Farm,Dartmoor,TQ13 8DY,3.0,6.0,10.0,3.0,3.0,0.0,0.0,0.0,7099,0,4.0,2010-03-24,Chagford,Devon
A24,2012,Hole Farm,Dartmoor,TQ13 8DY,3.0,6.0,10.0,2.0,2.0,2.0,0.0,0.0,7925,0,4.0,2011-04-01,Chagford,Devon
A24,2013,Hole Farm,Dartmoor,TQ13 8DY,3.0,6.0,10.0,1.0,3.0,2.0,0.0,0.0,8836,0,4.0,2012-04-03,Chagford,Devon
A24,2014,Hole Farm,Dartmoor,TQ13 8DY,3.0,6.0,10.0,1.0,3.0,2.0,0.0,0.0,9822,0,4.0,2013-04-05,Chagford,Devon
A249,2004,Blackberry Lodge,Dartmoor,TQ13 7JP,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2988,-1,2.0,,,
A249,2005,Blackberry Lodge,Dartmoor,TQ13 7JP,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2993,-1,2.0,,,
A249,2006,Blackberry Lodge,Dartmoor,TQ13 7JP,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3700,-1,2.0,,,
A249,2007,Blackberry Lodge,Dartmoor,TQ13 7JP,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4005,-1,2.0,,,
A249,2008,Blackberry Lodge,Dartmoor,TQ13 7JP,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4934,0,2.0,,Ashburton,Devon
A249,2009,Blackberry Lodge,Dartmoor,TQ13 7JP,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,5439,0,2.0,,Ashburton,Devon
A249,2010,Blackberry Lodge,Dartmoor,TQ13 7JP,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,6270,0,2.0,,Ashburton,Devon
A249,2011,Blackberry Lodge,Dartmoor,TQ13 7JP,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7100,-1,2.0,2010-03-24,Ashburton,Devon
A249,2012,Blackberry Lodge,Dartmoor,TQ13 7JP,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7926,-1,2.0,2011-04-01,Ashburton,Devon
A249,2013,Blackberry Lodge,Dartmoor,TQ13 7JP,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,8837,-1,2.0,2012-04-03,Ashburton,Devon
A249,2014,Blackberry Lodge,Dartmoor,TQ13 7JP,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9823,-1,2.0,2013-04-05,Ashburton,Devon
A25,2001,Meldon Bothy,Dartmoor,TQ13 8EJ,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,114,0,0.0,,,
A25,2002,Meldon Bothy,Dartmoor,TQ13 8EJ,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,115,0,0.0,,,
A250,2001,Pigwigs Place,Dartmoor,PL21 9ST,4.5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,110,0,0.0,,,
A250,2002,Pigwigs Place,Dartmoor,PL21 9ST,4.5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,111,0,0.0,,,
A250,2003,Pigwigs Place,Dartmoor,PL21 9ST,4.5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,1065,0,0.0,,,
A250,2004,Pigwigs Place,Dartmoor,PL21 9ST,4.5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,1661,-1,1.0,,,
A250,2005,Pigwigs Place,Dartmoor,PL21 9ST,4.5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,2480,-1,1.0,,,
A250,2006,Pigwigs Place,Dartmoor,PL21 9ST,4.5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,3552,-1,1.0,,,
A250,2007,Pigwigs Place,Dartmoor,PL21 9ST,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,4009,0,1.0,,,
A250,2008,Pigwigs Place,Dartmoor,PL21 9ST,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,4777,-1,1.0,,Cornwood,Devon
A250,2009,Pigwigs Place,Dartmoor,PL21 9ST,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,5440,-1,1.0,,Cornwood,Devon
A250,2010,Pigwigs Place,Dartmoor,PL21 9ST,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,6271,-1,2.0,,Cornwood,Devon
A250,2011,Pigwigs Place,Dartmoor,PL21 9ST,3.5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,7101,-1,2.0,2010-03-24,Cornwood,Devon
A250,2012,Pigwigs Place,Dartmoor,PL21 9ST,3.5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,7927,-1,2.0,2011-04-01,Cornwood,Devon
A250,2013,Pigwigs Place,Dartmoor,PL21 9ST,3.5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,8838,-1,2.0,2012-04-03,Cornwood,Devon
A250,2014,Pigwigs Place,Dartmoor,PL21 9ST,3.5,3.0,6.0,1.0,2.0,0.0,0.0,0.0,9824,-1,2.0,2013-04-05,Cornwood,Devon
