propcode,year,pname,region,postcode,stars,bedrooms,sleeps,doubles,twin,singles,bunks,familyrooms,propid,shortbreakok,bathrooms,createdate,place,county
122F2000,2002,Taw Leat,Dartmoor,,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,,,
122F2000,2010,Taw Leat,Dartmoor,TR5 0RT,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,,,
231S2000,2001,Hillcott,South Hams,,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,,,
231S2000,2002,Hillcott,South Hams,,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,,,
371S2000,2001,Lower Pencubitt,South Cornwall,PL14 4JT,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,,,
371S2000,2002,Lower Pencubitt,South Cornwall,PL14 4JT,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6,0,0.0,,,
394F2000,2001,Venton House,South Cornwall,PL10 1AW,5.0,8.0,17.0,5.0,2.0,0.0,0.0,1.0,7,0,0.0,,,
394F2000,2002,Venton House,South Cornwall,PL10 1AW,5.0,8.0,17.0,5.0,2.0,0.0,0.0,1.0,8,0,0.0,,,
620S2000,2001,Harbour Edge,South Hams,,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9,0,0.0,,,
620S2000,2002,Harbour Edge,South Hams,,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,10,0,0.0,,,
A1,2001,Hayne Cottage,Dartmoor,TQ13 8SB,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,98,0,0.0,,,
A1,2002,Hayne Cottage,Dartmoor,TQ13 8SB,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,99,0,0.0,,,
A1,2003,Hayne Cottage,Dartmoor,TQ13 8SB,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1078,0,0.0,,,
A1,2004,Hayne Cottage,Dartmoor,TQ13 8SB,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1941,0,2.0,,,
A1,2005,Hayne Cottage,Dartmoor,TQ13 8SB,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2830,0,2.0,,,
A1,2006,Hayne Cottage,Dartmoor,TQ13 8SB,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3593,0,2.0,,,
A1,2007,Hayne Cottage,Dartmoor,TQ13 8SB,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4174,0,2.0,,,
A1,2008,Hayne Cottage,Dartmoor,TQ13 8SB,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4714,0,2.0,,Moretonhampstead,Devon
A1,2009,Hayne Cottage,Dartmoor,TQ13 8SB,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,5402,0,2.0,,Moretonhampstead,Devon
A10,2001,Log Cabin,Dartmoor,TQ13 8RH,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,11,0,0.0,,,
A10,2002,Log Cabin,Dartmoor,TQ13 8RH,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,12,0,0.0,,,
A100,2003,Sloncombe House,Dartmoor,TQ13 8QF,4.5,4.0,9.0,1.0,2.0,0.0,0.0,1.0,2262,-1,0.0,,,
A100,2004,Sloncombe House,Dartmoor,TQ13 8QF,4.5,4.0,9.0,1.0,2.0,0.0,0.0,1.0,2263,-1,2.0,,,
A100,2005,Sloncombe House,Dartmoor,TQ13 8QF,4.5,4.0,9.0,1.0,2.0,0.0,0.0,1.0,2621,-1,2.0,,,
A100,2006,Sloncombe House,Dartmoor,TQ13 8QF,4.5,4.0,9.0,1.0,2.0,0.0,0.0,1.0,3523,-1,2.0,,,
A100,2007,Sloncombe House,Dartmoor,TQ13 8QF,4.5,4.0,9.0,1.0,2.0,0.0,0.0,1.0,4044,-1,2.0,,,
A100,2008,Sloncombe House,Dartmoor,TQ13 8QF,4.5,4.0,9.0,1.0,2.0,0.0,0.0,1.0,4905,-1,2.0,,Moretonhampstead,Devon
A101,2005,Old Stable Cottage,Dartmoor,EX20 1SD,3.5,3.0,6.0,1.0,1.0,0.0,1.0,0.0,3212,-1,2.0,,,
A101,2006,Old Stable Cottage,Dartmoor,EX20 1SD,3.5,3.0,6.0,1.0,1.0,0.0,1.0,0.0,3213,-1,2.0,,,
A102,2005,Middle Corscombe Farm,Dartmoor,EX20 1SD,3.0,8.0,15.0,4.0,2.0,1.0,1.0,0.0,3673,-1,5.0,,,
A102,2006,Middle Corscombe Farm,Dartmoor,EX20 1SD,3.0,8.0,15.0,4.0,2.0,1.0,1.0,0.0,3674,-1,5.0,,,
A102,2007,Middle Corscombe Farm,Dartmoor,EX20 1SD,4.0,8.0,15.0,4.0,2.0,1.0,1.0,0.0,4155,-1,5.0,,,
A102,2008,Middle Corscombe Farm,Dartmoor,EX20 1SD,4.0,8.0,14.0,4.0,2.0,1.0,1.0,0.0,4906,-1,5.0,,Belstone,Devon
A102,2009,Middle Corscombe Farm,Dartmoor,EX20 1SD,4.0,8.0,14.0,4.0,2.0,1.0,1.0,0.0,5403,-1,5.0,,Belstone,Devon
A103,2009,The Old School House,Dartmoor,TQ13 9TD,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7003,-1,1.0,2009-10-15,Lustleigh,Devon
A103,2010,The Old School House,Dartmoor,TQ13 9TD,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7004,-1,1.0,2009-10-15,Lustleigh,Devon
A103,2011,The Old School House,Dartmoor,TQ13 9TD,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7059,-1,1.0,2010-03-24,Lustleigh,Devon
A103,2012,The Old School House,Dartmoor,TQ13 9TD,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7871,-1,1.0,2011-04-01,Lustleigh,Devon
A103,2013,The Old School House,Dartmoor,TQ13 9TD,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,8784,-1,1.0,2012-04-03,Lustleigh,Devon
A103,2014,The Old School House,Dartmoor,TQ13 9TD,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9762,-1,1.0,2013-04-05,Lustleigh,Devon
A104,2009,Rose Cottage,Dartmoor,TQ13 8RE,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7008,-1,2.0,2009-11-04,North Bovey,Devon
A104,2010,Rose Cottage,Dartmoor,TQ13 8RE,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7009,-1,2.0,2009-11-04,North Bovey,Devon
A104,2011,Rose Cottage,Dartmoor,TQ13 8RE,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,7060,-1,2.0,2010-03-24,North Bovey,Devon
A104,2012,Rose Cottage,Dartmoor,TQ13 8RE,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,7872,-1,2.0,2011-04-01,North Bovey,Devon
A104,2013,Rose Cottage,Dartmoor,TQ13 8RE,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,8785,-1,2.0,2012-04-03,North Bovey,Devon
A104,2014,Rose Cottage,Dartmoor,TQ13 8RE,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,9763,-1,2.0,2013-04-05,North Bovey,Devon
A105,2009,The Old School,Dartmoor,TQ13 8RA,4.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,7031,-1,4.0,2009-12-15,North Bovey,Devon
A105,2010,The Old School,Dartmoor,TQ13 8RA,4.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,7032,-1,4.0,2009-12-15,North Bovey,Devon
A105,2011,The Old School,Dartmoor,TQ13 8RA,4.5,3.0,7.0,2.0,1.0,0.0,0.0,0.0,7061,-1,4.0,2010-03-24,North Bovey,Devon
A105,2012,The Old School,Dartmoor,TQ13 8RA,4.5,3.0,7.0,2.0,1.0,0.0,0.0,0.0,7873,-1,4.0,2011-04-01,North Bovey,Devon
A106,2009,Manor Cottage,Dartmoor,TQ13 8AS,3.5,2.0,4.0,1.0,0.0,1.0,0.0,0.0,7033,-1,1.0,2009-12-17,Chagford,Devon
A106,2010,Manor Cottage,Dartmoor,TQ13 8AS,3.5,2.0,4.0,1.0,0.0,1.0,0.0,0.0,7038,-1,1.0,2009-12-17,Chagford,Devon
A106,2011,Manor Cottage,Dartmoor,TQ13 8AS,3.5,2.0,4.0,1.0,0.0,1.0,0.0,0.0,7062,-1,1.0,2010-03-24,Chagford,Devon
A106,2012,Manor Cottage,Dartmoor,TQ13 8AS,3.5,2.0,4.0,1.0,0.0,1.0,0.0,0.0,7874,-1,1.0,2011-04-01,Chagford,Devon
A106,2013,Manor Cottage,Dartmoor,TQ13 8AS,3.5,2.0,4.0,1.0,0.0,1.0,0.0,0.0,8786,-1,1.0,2012-04-03,Chagford,Devon
A106,2014,Manor Cottage,Dartmoor,TQ13 8AS,3.5,2.0,4.0,1.0,0.0,1.0,0.0,0.0,9764,-1,1.0,2013-04-05,Chagford,Devon
A107,2009,Lot Cottage,Dartmoor,EX20 4AW,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,7042,-1,1.0,2009-12-30,Lydford,Devon
A107,2010,Lot Cottage,Dartmoor,EX20 4AW,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,7043,-1,1.0,2009-12-30,Lydford,Devon
A107,2011,Lot Cottage,Dartmoor,EX20 4AW,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,7063,-1,1.0,2010-03-24,Lydford,Devon
A107,2012,Lot Cottage,Dartmoor,EX20 4AW,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,7875,-1,1.0,2011-04-01,Lydford,Devon
A107,2013,Lot Cottage,Dartmoor,EX20 4AW,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,8787,-1,1.0,2012-04-03,Lydford,Devon
A107,2014,Lot Cottage,Dartmoor,EX20 4AW,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,9765,-1,1.0,2013-04-05,Lydford,Devon
A108,2010,The Barn,Dartmoor,TQ13 9SG,4.0,3.0,8.0,1.0,2.0,0.0,0.0,0.0,7046,-1,3.0,2010-01-21,Lustleigh,Devon
A108,2011,The Barn,Dartmoor,TQ13 9SG,4.0,3.0,8.0,1.0,2.0,0.0,0.0,0.0,7064,-1,3.0,2010-03-24,Lustleigh,Devon
A108,2012,The Barn,Dartmoor,TQ13 9SG,4.0,3.0,8.0,1.0,2.0,0.0,0.0,0.0,7876,-1,3.0,2011-04-01,Lustleigh,Devon
A109,2004,Blissmoor,Dartmoor,TQ13 9XQ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,2995,-1,2.0,,,
A109,2005,Blissmoor,Dartmoor,TQ13 9XQ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,3030,-1,2.0,,,
A109,2006,Blissmoor,Dartmoor,TQ13 9XQ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,3535,-1,2.0,,,
A109,2007,Blissmoor,Dartmoor,TQ13 9XQ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,3972,-1,2.0,,,
A109,2008,Blissmoor,Dartmoor,TQ13 9XQ,4.0,3.0,8.0,1.0,2.0,0.0,0.0,0.0,4907,-1,2.0,,Manaton,Devon
A109,2009,Blissmoor,Dartmoor,TQ13 9XQ,4.0,3.0,8.0,1.0,2.0,0.0,0.0,0.0,5404,-1,2.0,,Manaton,Devon
A109,2010,Blissmoor,Dartmoor,TQ13 9XQ,4.0,3.0,8.0,1.0,2.0,0.0,0.0,0.0,6236,-1,2.0,,Manaton,Devon
A109,2011,Blissmoor,Dartmoor,TQ13 9XQ,4.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,7065,-1,2.0,2010-03-24,Manaton,Devon
A109,2012,Blissmoor,Dartmoor,TQ13 9XQ,4.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,7877,-1,2.0,2011-04-01,Manaton,Devon
A109,2013,Blissmoor,Dartmoor,TQ13 9XQ,4.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,8788,-1,2.0,2012-04-03,Manaton,Devon
A109,2014,Blissmoor,Dartmoor,TQ13 9XQ,4.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,9766,-1,2.0,2013-04-05,Manaton,Devon
A11,2001,Barn Cottage,Dartmoor,TQ13 8DF,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,31,0,0.0,,,
A11,2002,Barn Cottage,Dartmoor,TQ13 8DF,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,32,0,0.0,,,
A110,2001,Penshurst,Dartmoor,EX20 2LD,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,13,0,0.0,,,
A110,2002,Penshurst,Dartmoor,EX20 2LD,2.5,3.0,5.0,1.0,1.0,1.0,0.0,0.0,14,0,0.0,,,
A110,2003,Penshurst,Dartmoor,EX20 2LD,2.5,3.0,5.0,1.0,1.0,1.0,0.0,0.0,1110,0,0.0,,,
A110,2004,Penshurst,Dartmoor,EX20 2LD,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,1747,0,1.0,,,
A110,2005,Penshurst,Dartmoor,EX20 2LD,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,2827,0,1.0,,,
A110,2006,Penshurst,Dartmoor,EX20 2LD,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,3484,0,1.0,,,
A110,2007,Penshurst,Dartmoor,EX20 2LD,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,4064,0,1.0,,,
A110,2008,Penshurst,Dartmoor,EX20 2LD,3.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,4776,0,1.0,,South Zeal,Devon
A111,2001,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,15,0,0.0,,,
A111,2002,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,16,0,0.0,,,
A111,2003,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1597,0,0.0,,,
A111,2004,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1962,-1,1.0,,,
A111,2005,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2839,-1,1.0,,,
A111,2006,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3446,-1,1.0,,,
A111,2007,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4338,-1,1.0,,,
A111,2008,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4908,-1,1.0,,Manaton,Devon
A111,2009,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,5405,-1,1.0,,Manaton,Devon
A111,2010,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,6237,-1,1.0,,Manaton,Devon
A111,2011,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7066,-1,1.0,2010-03-24,Manaton,Devon
A111,2012,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7878,-1,1.0,2011-04-01,Manaton,Devon
A111,2013,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,8789,-1,1.0,2012-04-03,Manaton,Devon
A111,2014,Water Barn,Dartmoor,TQ13 9UB,4.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,9767,-1,1.0,2013-04-05,Manaton,Devon
A112,2001,The Garden Cottage,Dartmoor,EX20 1QY,4.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,17,0,0.0,,,
A112,2002,The Garden Cottage,Dartmoor,EX20 1QY,4.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,18,0,0.0,,,
A112,2003,The Garden Cottage,Dartmoor,EX20 1QY,4.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1055,0,0.0,,,
A112,2004,The Garden Cottage,Dartmoor,EX20 1QY,4.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1669,-1,1.0,,,
A112,2005,The Garden Cottage,Dartmoor,EX20 1QY,4.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,2406,-1,1.0,,,
A112,2006,The Garden Cottage,Dartmoor,EX20 1QY,4.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,3560,-1,1.0,,,
A112,2007,The Garden Cottage,Dartmoor,EX20 1QY,4.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,4000,-1,1.0,,,
A112,2008,The Garden Cottage,Dartmoor,EX20 1QY,4.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,4871,-1,1.0,,Belstone,Devon
A112,2009,The Garden Cottage,Dartmoor,EX20 1QY,4.5,2.0,4.0,1.0,0.0,0.0,1.0,0.0,5406,-1,1.0,,Belstone,Devon
A112,2010,The Garden Cottage,Dartmoor,EX20 1QY,4.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,6238,-1,1.0,,Belstone,Devon
A112,2011,The Garden Cottage,Dartmoor,EX20 1QY,4.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,7067,-1,1.0,2010-03-24,Belstone,Devon
A112,2012,The Garden Cottage,Dartmoor,EX20 1QY,4.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,7879,-1,1.0,2011-04-01,Belstone,Devon
A112,2013,The Garden Cottage,Dartmoor,EX20 1QY,4.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,8790,-1,1.0,2012-04-03,Belstone,Devon
A112,2014,The Garden Cottage,Dartmoor,EX20 1QY,4.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,9768,-1,1.0,2013-04-05,Belstone,Devon
A113,2001,Neadon,Dartmoor,TQ13 9UY,3.5,4.0,7.0,1.0,1.0,1.0,0.0,0.0,19,0,0.0,,,
A113,2002,Neadon,Dartmoor,TQ13 9UY,3.5,4.0,7.0,1.0,1.0,1.0,0.0,0.0,20,0,0.0,,,
A114,2001,Neadon Upper Hall,Dartmoor,TQ13 9UY,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,21,0,0.0,,,
A114,2002,Neadon Upper Hall,Dartmoor,TQ13 9UY,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,22,0,0.0,,,
A114,2003,Neadon Upper Hall,Dartmoor,TQ13 9UY,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1111,0,0.0,,,
A114,2004,Neadon Upper Hall,Dartmoor,TQ13 9UY,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1915,0,1.0,,,
A114,2005,Neadon Upper Hall,Dartmoor,TQ13 9UY,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2646,-1,1.0,,,
A114,2006,Neadon Upper Hall,Dartmoor,TQ13 9UY,4.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3281,-1,1.0,,,
A115,2001,Church Cottage,Dartmoor,TQ13 9UJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,23,0,0.0,,,
A115,2002,Church Cottage,Dartmoor,TQ13 9UJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,24,0,0.0,,,
A115,2003,Church Cottage,Dartmoor,TQ13 9UJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,1155,-1,0.0,,,
A115,2004,Church Cottage,Dartmoor,TQ13 9UJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,1893,-1,3.0,,,
A115,2005,Church Cottage,Dartmoor,TQ13 9UJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,2788,-1,3.0,,,
A115,2006,Church Cottage,Dartmoor,TQ13 9UJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,3498,-1,3.0,,,
A115,2007,Church Cottage,Dartmoor,TQ13 9UJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,3977,-1,3.0,,,
A115,2008,Church Cottage,Dartmoor,TQ13 9UJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,4712,-1,3.0,,Manaton,Devon
A115,2009,Church Cottage,Dartmoor,TQ13 9UJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,5407,-1,3.0,,Manaton,Devon
A115,2010,Church Cottage,Dartmoor,TQ13 9UJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,6239,-1,3.0,,Manaton,Devon
A115,2011,Church Cottage,Dartmoor,TQ13 9UJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,7068,-1,3.0,2010-03-24,Manaton,Devon
A115,2012,Church Cottage,Dartmoor,TQ13 9UJ,4.0,3.0,6.0,1.0,2.0,0.0,0.0,0.0,7880,-1,3.0,2011-04-01,Manaton,Devon
A116,2001,The Old Post Office,Dartmoor,EX20 1RA,3.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,25,0,0.0,,,
A116,2002,The Old Post Office,Dartmoor,EX20 1RA,3.5,2.0,6.0,1.0,1.0,0.0,0.0,0.0,26,0,0.0,,,
A116,2003,The Old Post Office,Dartmoor,EX20 1RA,3.5,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1142,-1,0.0,,,
A116,2004,The Old Post Office,Dartmoor,EX20 1RA,3.5,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1936,-1,1.0,,,
A116,2005,The Old Post Office,Dartmoor,EX20 1RA,3.5,2.0,6.0,1.0,1.0,0.0,0.0,0.0,2837,-1,1.0,,,
A116,2006,The Old Post Office,Dartmoor,EX20 1RA,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3423,-1,1.0,,,
A116,2007,The Old Post Office,Dartmoor,EX20 1RA,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4368,-1,1.0,,,
A116,2008,The Old Post Office,Dartmoor,EX20 1RA,3.5,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4909,-1,1.0,,Belstone,Devon
A117,2001,The Mine Cottage,Dartmoor,EX6 7NT,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,27,0,0.0,,,
A117,2002,The Mine Cottage,Dartmoor,EX6 7NT,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,28,0,0.0,,,
A117,2003,The Mine Cottage,Dartmoor,EX6 7NT,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1124,0,0.0,,,
A117,2004,The Mine Cottage,Dartmoor,EX6 7NT,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1698,-1,1.0,,,
A117,2005,The Mine Cottage,Dartmoor,EX6 7NT,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2735,-1,1.0,,,
A117,2006,The Mine Cottage,Dartmoor,EX6 7NT,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3339,-1,1.0,,,
A118,2004,Frank Mills House,Dartmoor,EX6 7NT,4.0,5.0,10.0,3.0,1.0,0.0,1.0,0.0,2319,0,2.0,,,
A118,2005,Frank Mills House,Dartmoor,EX6 7NT,4.0,5.0,10.0,3.0,1.0,0.0,1.0,0.0,2626,0,2.0,,,
A119,2001,Canna Park Farm Cottage,Dartmoor,TQ13 8RP,3.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,29,0,0.0,,,
A119,2002,Canna Park Farm Cottage,Dartmoor,TQ13 8RP,3.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,30,0,0.0,,,
A119,2003,Canna Park Farm Cottage,Dartmoor,TQ13 8RP,3.0,4.0,8.0,3.0,1.0,0.0,0.0,0.0,1482,0,0.0,,,
A119,2004,Canna Park Farm Cottage,Dartmoor,TQ13 8RP,3.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,1779,-1,1.0,,,
A119,2005,Canna Park Farm Cottage,Dartmoor,TQ13 8RP,3.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,2399,-1,1.0,,,
A119,2006,Canna Park Farm Cottage,Dartmoor,TQ13 8RP,3.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,3221,-1,1.0,,,
A12,2001,The Cottage,Dartmoor,TQ13 8QQ,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,53,0,0.0,,,
A12,2002,The Cottage,Dartmoor,TQ13 8QQ,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,54,0,0.0,,,
A12,2003,The Cottage,Dartmoor,TQ13 8QQ,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,1603,0,0.0,,,
A12,2004,The Cottage,Dartmoor,TQ13 8QQ,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,1739,-1,1.0,,,
A12,2005,The Cottage,Dartmoor,TQ13 8QQ,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,2527,-1,1.0,,,
A12,2006,The Cottage,Dartmoor,TQ13 8QQ,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,3524,-1,1.0,,,
A12,2007,The Cottage,Dartmoor,TQ13 8QQ,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,4259,-1,1.0,,,
A12,2008,The Cottage,Dartmoor,TQ13 8QQ,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,4910,-1,1.0,,Chagford,Devon
A12,2009,The Cottage,Dartmoor,TQ13 8QQ,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,5408,-1,1.0,,Chagford,Devon
A12,2010,The Cottage,Dartmoor,TQ13 8QQ,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,6240,-1,1.0,,Chagford,Devon
A12,2011,The Cottage,Dartmoor,TQ13 8QQ,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,7069,-1,1.0,2010-03-24,Chagford,Devon
A12,2012,The Cottage,Dartmoor,TQ13 8QQ,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,7881,-1,1.0,2011-04-01,Chagford,Devon
A12,2013,The Cottage,Dartmoor,TQ13 8QQ,3.5,2.0,4.0,1.0,0.0,1.0,0.0,0.0,8791,-1,1.0,2012-04-03,Chagford,Devon
A12,2014,The Cottage,Dartmoor,TQ13 8QQ,3.5,2.0,4.0,1.0,0.0,1.0,0.0,0.0,9769,-1,1.0,2013-04-05,Chagford,Devon
A120,2001,The Coach House,Dartmoor,PL19 0NE,4.5,5.0,11.0,2.0,1.0,1.0,1.0,0.0,33,0,0.0,,,
A120,2002,The Coach House,Dartmoor,PL19 0NE,4.5,5.0,11.0,2.0,1.0,1.0,1.0,0.0,34,0,0.0,,,
A120,2003,The Coach House,Dartmoor,PL19 0NE,4.5,5.0,11.0,2.0,1.0,1.0,1.0,0.0,1409,0,0.0,,,
A120,2004,The Coach House,Dartmoor,PL19 0NE,4.5,5.0,11.0,2.0,1.0,1.0,1.0,0.0,1844,-1,3.0,,,
A120,2005,The Coach House,Dartmoor,PL19 0NE,4.5,5.0,11.0,2.0,1.0,1.0,1.0,0.0,2535,-1,3.0,,,
A120,2006,The Coach House,Dartmoor,PL19 0NE,4.5,5.0,11.0,2.0,1.0,1.0,1.0,0.0,3497,-1,3.0,,,
A120,2007,The Coach House,Dartmoor,PL19 0NE,4.5,5.0,11.0,2.0,1.0,1.0,1.0,0.0,4247,-1,3.0,,,
